0	0
1	7.7752179510147
2	7.75987717765061
3	7.7292863748278
4	7.68362613632963
5	7.62316513008602
6	7.54825746516623
7	7.45933923759743
8	7.35692430214803
9	7.24159932742517
10	7.11401820084739
11	6.9748958581139
12	6.82500161857424
13	6.66515211330563
14	6.49620389665826
15	6.31904583448892
16	6.1345913632556
17	5.94377071361411
18	5.74752319017528
19	5.54678959573596
20	5.34250488367067
21	5.13559111639088
22	4.92695080097735
23	4.71746066541761
24	4.50796593049328
25	4.29927512342304
26	4.09215547003588
27	3.88732889267424
28	3.6854686313409
29	3.48719649591021
30	3.29308074758986
31	3.10363459825409
32	2.91931530670535
33	2.74052384121849
34	2.56760506757254
35	2.40084841075543
36	2.24048892597573
37	2.08670869960496
38	1.93963848193884
39	1.79935942951459
40	1.66590480286715
41	1.5392614231332
42	1.41937063395162
43	1.30612843879838
44	1.19938438192295
45	1.09893860555958
46	1.004536337096
47	0.915858824990939
48	0.832509436021738
49	0.753993229873979
