0	0
1	3.45337769518177
2	6.88632121774552
3	10.2785977828415
4	13.6103746043118
5	16.8624120011208
6	20.0162483689712
7	23.0543745301399
8	25.9603951608719
9	28.7191752209176
10	31.3169695692176
11	33.7415342378208
12	35.9822181468674
13	38.0300343704368
14	39.8777103995895
15	41.5197171882789
16	42.9522771032944
17	44.1733512245975
18	45.1826067512519
19	45.9813655550852
20	46.5725351843268
21	46.9605238485234
22	47.1511411106497
23	47.1514861699224
24	46.9698257377231
25	46.6154635884369
26	46.0986039069825
27	45.430210556264
28	44.6218643523817
29	43.6856203655931
30	42.6338671637083
31	41.4791897853569
32	40.2342380773043
33	38.9116018569446
34	37.5236941726739
35	36.08264373553
36	34.6001973897308
37	33.0876332818707
38	31.5556851826372
39	30.0144782147838
40	28.4734760501608
41	26.9414394598606
42	25.4263959375182
43	23.935619968563
44	22.4756233892987
45	21.0521551701398
46	19.670209867727
47	18.3340439210849
48	17.0471989171546
49	15.8125309202409
